,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,89,19,3,479,2498,1,1718,combine
INRESMut154_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut27_T2,13.0,13.0,1.0,3.0,3.0,3.0,2.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
INRESMut146_T7,2.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0
INRESMut103_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut34_T3,12.0,12.0,13.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
INRESMut58_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut1_T2,13.0,13.0,1.0,3.0,3.0,3.0,3.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
INRESMut66_T2,13.0,13.0,1.0,3.0,3.0,3.0,3.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
INRESMut172_T7,2.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0
INRESMut104_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut138_T2,13.0,13.0,1.0,2.0,2.0,1.0,1.0,18.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut74_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut188_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut147_T7,2.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0
INRESMut82_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
