[50, 3, 23, 70, 85, 46, 47, 63, 55, 82, 88, 62, 19, 59, 34, 9, 26, 38, 40, 37, 21, 75, 77, 16, 4, 48, 42, 24, 10, 91, 41, 2, 72, 74, 64, 81, 6, 71, 31, 66, 61, 56, 12, 17, 35, 39, 60, 5, 0, 86, 22, 53, 7, 25, 32, 43, 80, 69, 29, 89, 45, 51, 90, 76, 57, 8, 67, 18, 52, 49, 44, 36, 15, 54]
[35, 53, 82, 79, 24, 8, 20, 58, 56, 27, 81, 42, 37, 14, 55, 63, 75, 65, 60, 68, 74, 72, 45, 78, 89, 62, 84, 29, 9, 80, 33, 83, 88, 5, 32, 38, 22, 47, 71, 54, 85, 31, 36, 13, 90, 3, 26, 18, 67, 6, 44, 41, 73, 48, 91, 70, 76, 21, 57, 87, 59, 86, 66, 25, 61, 1, 51, 17, 16, 46, 69, 30, 7, 39]
[81, 61, 16, 26, 56, 54, 90, 70, 44, 88, 13, 59, 67, 25, 10, 46, 86, 30, 79, 7, 71, 32, 76, 15, 73, 2, 57, 42, 64, 62, 60, 58, 39, 38, 77, 80, 31, 1, 47, 21, 11, 66, 65, 36, 72, 0, 83, 23, 43, 27, 4, 5, 28, 14, 45, 19, 17, 55, 8, 75, 18, 74, 50, 12, 63, 48, 91, 85, 78, 3, 53, 33, 87, 35]
[13, 71, 20, 45, 49, 18, 81, 54, 33, 9, 48, 0, 37, 87, 57, 47, 17, 58, 66, 43, 11, 78, 75, 29, 15, 42, 79, 55, 36, 73, 44, 56, 91, 76, 25, 68, 88, 86, 72, 30, 1, 67, 84, 7, 60, 40, 70, 6, 22, 27, 64, 16, 52, 41, 38, 50, 14, 28, 39, 85, 77, 19, 80, 2, 35, 26, 5, 69, 23, 63, 34, 4, 53, 8]
[18, 4, 30, 61, 19, 57, 16, 47, 84, 86, 46, 87, 70, 78, 65, 45, 79, 31, 59, 41, 43, 24, 55, 51, 25, 67, 64, 27, 52, 66, 22, 91, 42, 38, 89, 83, 10, 21, 44, 1, 29, 62, 34, 20, 73, 82, 48, 77, 15, 37, 6, 85, 90, 75, 8, 74, 69, 81, 88, 17, 2, 68, 63, 23, 3, 11, 32, 80, 71, 5, 40, 12, 26, 76]
[27, 55, 71, 2, 37, 90, 91, 56, 86, 47, 40, 60, 9, 11, 22, 19, 13, 70, 54, 52, 5, 10, 15, 51, 85, 35, 43, 36, 8, 59, 62, 7, 41, 74, 34, 73, 31, 26, 53, 76, 64, 38, 78, 46, 28, 80, 84, 29, 17, 12, 4, 25, 1, 75, 88, 77, 16, 57, 68, 48, 69, 3, 32, 67, 72, 66, 82, 0, 81, 61, 30, 18, 89, 50]
[1, 74, 51, 2, 37, 59, 77, 43, 62, 72, 73, 60, 87, 80, 40, 26, 16, 68, 19, 34, 63, 50, 24, 56, 9, 89, 58, 28, 41, 38, 78, 52, 5, 30, 25, 3, 6, 11, 76, 8, 0, 18, 49, 7, 31, 4, 88, 14, 46, 82, 85, 45, 27, 90, 23, 81, 86, 44, 84, 17, 69, 47, 32, 79, 48, 39, 35, 53, 91, 61, 42, 64, 54, 55]
[52, 88, 67, 2, 83, 10, 31, 81, 29, 82, 71, 91, 47, 55, 76, 9, 25, 79, 1, 38, 18, 57, 80, 12, 46, 30, 84, 8, 61, 34, 59, 6, 69, 56, 40, 37, 44, 89, 28, 48, 3, 42, 33, 36, 73, 43, 13, 64, 65, 16, 15, 66, 35, 50, 23, 26, 49, 58, 90, 78, 19, 87, 5, 39, 24, 32, 53, 22, 85, 27, 60, 17, 77, 41]
[68, 21, 8, 4, 42, 71, 91, 17, 75, 14, 27, 37, 6, 22, 88, 90, 77, 49, 63, 12, 41, 2, 55, 39, 56, 84, 3, 23, 45, 7, 61, 54, 66, 67, 62, 50, 35, 51, 31, 69, 76, 44, 89, 26, 52, 28, 70, 36, 60, 86, 58, 9, 30, 24, 72, 10, 65, 87, 29, 74, 16, 38, 33, 40, 82, 1, 19, 47, 78, 57, 43, 59, 46, 0]
[26, 73, 87, 32, 58, 83, 66, 33, 1, 44, 59, 45, 24, 78, 30, 41, 20, 89, 61, 40, 47, 13, 38, 28, 55, 46, 29, 50, 76, 43, 18, 68, 2, 16, 22, 21, 31, 81, 90, 88, 52, 42, 64, 0, 57, 62, 72, 27, 36, 49, 71, 3, 10, 39, 9, 23, 6, 15, 54, 8, 5, 86, 19, 7, 25, 4, 77, 65, 11, 17, 12, 85, 74, 51]
[46, 90, 14, 21, 63, 23, 22, 82, 17, 66, 56, 81, 53, 89, 37, 83, 61, 3, 18, 67, 64, 49, 15, 11, 73, 42, 24, 0, 19, 68, 91, 65, 41, 32, 71, 70, 57, 9, 43, 40, 54, 60, 80, 76, 51, 30, 74, 59, 55, 6, 79, 36, 27, 7, 84, 69, 4, 86, 88, 13, 34, 77, 12, 5, 75, 39, 2, 25, 45, 72, 62, 28, 52, 33]
[42, 76, 68, 29, 71, 33, 83, 72, 86, 50, 74, 23, 4, 78, 27, 91, 1, 90, 81, 77, 85, 26, 51, 63, 6, 82, 8, 70, 59, 38, 28, 11, 32, 61, 66, 9, 39, 36, 57, 88, 47, 62, 24, 14, 73, 58, 3, 20, 15, 53, 43, 60, 87, 41, 16, 25, 45, 54, 89, 80, 13, 31, 48, 52, 0, 44, 7, 17, 84, 35, 55, 21, 12, 75]
[72, 46, 83, 68, 6, 4, 24, 12, 7, 69, 67, 51, 37, 62, 3, 86, 48, 70, 2, 78, 28, 21, 35, 23, 29, 0, 32, 74, 84, 50, 85, 60, 56, 36, 14, 91, 53, 61, 77, 9, 82, 5, 8, 88, 30, 90, 76, 55, 34, 25, 20, 38, 65, 75, 58, 33, 31, 43, 66, 57, 47, 26, 45, 22, 18, 41, 52, 16, 15, 17, 40, 63, 71, 10]
[45, 62, 37, 40, 31, 36, 26, 55, 16, 86, 23, 42, 1, 5, 58, 8, 63, 76, 6, 89, 50, 47, 17, 10, 13, 48, 28, 38, 35, 22, 57, 4, 79, 87, 84, 61, 85, 81, 73, 78, 7, 72, 24, 51, 88, 64, 69, 54, 39, 41, 9, 30, 74, 20, 2, 27, 49, 52, 53, 43, 83, 34, 11, 66, 12, 44, 21, 32, 56, 14, 91, 46, 33, 65]
[57, 79, 65, 4, 69, 52, 24, 40, 86, 3, 91, 38, 28, 33, 31, 88, 68, 1, 2, 34, 27, 53, 26, 6, 30, 5, 62, 15, 63, 58, 87, 45, 8, 50, 74, 46, 42, 82, 13, 81, 14, 12, 54, 71, 9, 19, 25, 83, 61, 72, 7, 64, 84, 55, 66, 60, 17, 32, 20, 21, 48, 16, 67, 29, 56, 51, 59, 49, 77, 43, 23, 36, 39, 90]
[33, 60, 78, 81, 91, 88, 76, 64, 34, 11, 0, 40, 18, 47, 9, 82, 38, 48, 46, 8, 31, 86, 12, 72, 15, 24, 85, 29, 35, 73, 19, 17, 37, 39, 4, 27, 69, 68, 83, 28, 57, 75, 2, 89, 44, 23, 13, 84, 87, 16, 70, 20, 63, 32, 50, 67, 21, 7, 10, 61, 52, 1, 55, 56, 49, 90, 25, 22, 77, 41, 6, 66, 59, 62]
[66, 79, 38, 84, 54, 56, 32, 72, 36, 11, 55, 78, 15, 50, 91, 83, 57, 7, 30, 37, 60, 2, 33, 86, 85, 34, 90, 28, 71, 40, 73, 89, 80, 59, 9, 69, 14, 61, 35, 31, 3, 58, 13, 87, 52, 81, 16, 48, 18, 67, 12, 45, 65, 10, 8, 43, 51, 6, 47, 63, 20, 64, 19, 5, 21, 4, 22, 23, 42, 17, 24, 62, 39, 27]
[56, 51, 2, 66, 86, 39, 15, 73, 50, 35, 30, 63, 72, 89, 75, 12, 60, 91, 48, 58, 61, 23, 88, 44, 20, 57, 76, 69, 80, 83, 7, 40, 65, 47, 19, 8, 34, 59, 85, 10, 0, 6, 90, 41, 5, 67, 33, 53, 74, 4, 36, 79, 21, 25, 55, 16, 26, 3, 52, 13, 17, 45, 71, 43, 9, 62, 32, 70, 42, 27, 29, 82, 31, 37]
[8, 37, 2, 85, 39, 30, 91, 52, 70, 76, 15, 55, 13, 67, 42, 77, 22, 11, 48, 60, 63, 75, 36, 24, 27, 66, 73, 68, 1, 47, 40, 61, 10, 20, 79, 23, 16, 86, 21, 82, 84, 7, 62, 64, 59, 28, 49, 88, 9, 65, 58, 0, 12, 46, 78, 34, 29, 6, 5, 80, 57, 90, 89, 45, 56, 14, 35, 51, 32, 44, 69, 71, 4, 43]
[4, 6, 86, 21, 16, 13, 12, 51, 73, 40, 54, 17, 52, 85, 31, 70, 2, 79, 46, 57, 88, 37, 39, 19, 11, 22, 75, 44, 72, 26, 41, 42, 74, 66, 28, 49, 38, 10, 45, 43, 30, 76, 78, 15, 9, 68, 8, 23, 80, 84, 87, 67, 69, 48, 25, 81, 20, 91, 61, 53, 64, 47, 18, 83, 63, 32, 3, 1, 89, 36, 5, 34, 90, 77]
[60, 3, 11, 89, 2, 10, 68, 24, 27, 49, 67, 73, 33, 77, 0, 90, 66, 8, 74, 43, 37, 18, 79, 39, 13, 57, 82, 54, 48, 47, 65, 51, 5, 20, 69, 22, 55, 58, 21, 35, 78, 42, 80, 41, 23, 7, 4, 76, 91, 81, 84, 44, 19, 63, 30, 34, 64, 12, 40, 59, 16, 25, 32, 56, 62, 28, 61, 85, 86, 36, 53, 29, 6, 14]
[44, 39, 25, 41, 77, 49, 58, 68, 7, 43, 90, 81, 36, 38, 26, 62, 13, 12, 56, 63, 21, 73, 47, 60, 88, 54, 72, 69, 20, 27, 75, 28, 6, 55, 16, 4, 66, 50, 76, 17, 19, 15, 91, 22, 33, 40, 48, 52, 10, 85, 11, 89, 79, 24, 30, 32, 0, 9, 35, 34, 29, 46, 2, 59, 71, 3, 8, 70, 86, 5, 64, 1, 61, 23]
[47, 13, 66, 11, 58, 76, 78, 12, 56, 55, 35, 75, 88, 14, 32, 29, 54, 45, 71, 62, 67, 30, 53, 60, 7, 72, 6, 80, 20, 50, 5, 63, 51, 25, 87, 40, 57, 28, 74, 82, 3, 42, 90, 38, 37, 46, 21, 48, 8, 10, 83, 19, 43, 1, 24, 61, 39, 65, 89, 91, 26, 34, 44, 31, 18, 49, 77, 64, 68, 33, 22, 23, 52, 86]
[29, 30, 13, 65, 21, 31, 87, 67, 84, 3, 63, 71, 35, 33, 72, 34, 50, 9, 45, 83, 78, 2, 66, 8, 85, 58, 22, 75, 61, 1, 14, 81, 15, 16, 23, 57, 49, 54, 12, 18, 6, 82, 44, 56, 46, 70, 27, 73, 53, 41, 32, 40, 51, 52, 80, 60, 28, 90, 68, 55, 69, 38, 74, 91, 47, 77, 19, 64, 17, 48, 4, 86, 79, 88]
[23, 9, 7, 31, 0, 75, 43, 85, 78, 30, 86, 19, 8, 44, 14, 11, 61, 47, 28, 27, 87, 74, 77, 56, 52, 51, 6, 25, 70, 46, 2, 22, 24, 84, 67, 54, 42, 57, 18, 4, 35, 55, 3, 80, 71, 36, 37, 83, 40, 60, 89, 79, 26, 29, 90, 5, 50, 82, 53, 1, 69, 15, 10, 21, 17, 38, 16, 59, 62, 32, 76, 41, 12, 63]
[56, 28, 18, 5, 61, 48, 84, 71, 85, 27, 76, 20, 29, 23, 43, 34, 33, 59, 63, 31, 13, 89, 53, 79, 60, 8, 86, 15, 72, 46, 32, 14, 1, 70, 39, 88, 12, 73, 81, 11, 37, 41, 91, 87, 30, 10, 3, 58, 57, 50, 7, 64, 83, 52, 68, 67, 24, 22, 17, 49, 19, 55, 80, 62, 9, 36, 16, 66, 42, 4, 78, 38, 65, 47]
[23, 87, 39, 52, 38, 4, 55, 69, 46, 67, 89, 10, 41, 53, 37, 62, 0, 19, 84, 71, 13, 18, 70, 59, 44, 35, 14, 8, 20, 91, 48, 15, 82, 27, 25, 6, 49, 29, 40, 60, 47, 86, 76, 3, 11, 1, 7, 78, 45, 36, 12, 32, 72, 51, 61, 54, 90, 66, 63, 22, 58, 21, 31, 79, 77, 5, 57, 68, 34, 17, 28, 56, 50, 42]
[72, 34, 15, 39, 30, 9, 4, 48, 13, 84, 85, 40, 33, 86, 6, 18, 46, 14, 0, 44, 80, 77, 62, 69, 26, 61, 71, 35, 91, 43, 56, 87, 74, 1, 81, 45, 76, 10, 20, 23, 27, 47, 7, 54, 11, 89, 60, 75, 36, 37, 19, 67, 90, 79, 32, 73, 24, 3, 57, 17, 50, 66, 49, 88, 31, 16, 83, 55, 59, 51, 68, 8, 42, 52]
[48, 89, 60, 53, 33, 83, 0, 30, 81, 87, 31, 10, 38, 23, 86, 79, 57, 19, 36, 84, 50, 75, 64, 26, 51, 67, 18, 8, 14, 49, 52, 66, 20, 34, 39, 88, 22, 27, 71, 16, 55, 13, 63, 15, 12, 17, 58, 82, 25, 6, 77, 43, 61, 1, 46, 80, 76, 9, 56, 68, 73, 69, 32, 59, 42, 29, 74, 5, 4, 85, 7, 2, 24, 90]
[64, 14, 57, 53, 23, 1, 67, 58, 77, 35, 59, 13, 55, 81, 38, 61, 24, 80, 90, 71, 52, 42, 27, 75, 43, 50, 33, 10, 88, 49, 82, 2, 28, 74, 11, 73, 40, 6, 41, 9, 70, 56, 48, 86, 20, 44, 68, 63, 87, 65, 32, 3, 91, 25, 66, 8, 89, 34, 84, 47, 30, 7, 39, 26, 0, 16, 37, 15, 31, 69, 54, 21, 17, 12]
[59, 55, 16, 63, 33, 37, 77, 7, 13, 24, 72, 67, 23, 21, 91, 30, 28, 71, 11, 43, 3, 46, 49, 40, 84, 5, 53, 32, 41, 18, 44, 74, 75, 35, 22, 36, 14, 39, 15, 88, 90, 66, 6, 65, 4, 76, 89, 86, 54, 80, 0, 27, 58, 12, 1, 56, 73, 78, 19, 69, 25, 68, 87, 79, 42, 47, 48, 34, 8, 2, 61, 31, 17, 60]
[37, 72, 81, 15, 57, 65, 50, 83, 25, 86, 60, 84, 58, 46, 39, 31, 13, 45, 5, 75, 7, 48, 10, 51, 56, 64, 52, 36, 35, 47, 67, 90, 44, 61, 18, 42, 16, 6, 20, 54, 32, 34, 66, 91, 76, 85, 12, 70, 82, 53, 74, 8, 63, 30, 62, 0, 59, 24, 29, 69, 2, 3, 27, 87, 79, 41, 73, 43, 78, 38, 17, 4, 21, 1]
[63, 7, 61, 81, 30, 24, 39, 43, 35, 0, 78, 3, 10, 34, 47, 87, 62, 12, 79, 75, 76, 8, 38, 64, 58, 11, 82, 4, 26, 37, 91, 5, 90, 19, 80, 74, 70, 25, 46, 68, 55, 45, 50, 15, 41, 86, 83, 42, 84, 59, 72, 52, 28, 36, 18, 67, 57, 27, 2, 32, 65, 9, 56, 53, 49, 33, 29, 22, 40, 88, 14, 16, 51, 89]
[0, 43, 23, 22, 89, 77, 16, 67, 53, 83, 27, 15, 63, 82, 34, 26, 76, 54, 61, 41, 48, 79, 50, 6, 86, 30, 14, 32, 47, 4, 20, 29, 36, 60, 66, 9, 51, 35, 62, 5, 38, 45, 31, 68, 64, 65, 59, 85, 87, 73, 49, 42, 1, 80, 8, 71, 75, 57, 39, 24, 28, 33, 21, 78, 84, 13, 70, 10, 55, 58, 52, 19, 7, 12]
[73, 28, 74, 17, 51, 44, 66, 6, 62, 43, 11, 63, 4, 13, 91, 2, 34, 0, 53, 38, 80, 30, 15, 64, 49, 46, 40, 47, 85, 86, 83, 52, 82, 72, 79, 50, 32, 10, 9, 24, 57, 89, 19, 20, 68, 58, 23, 27, 39, 69, 77, 26, 8, 33, 67, 81, 36, 78, 59, 12, 5, 90, 31, 48, 45, 56, 76, 87, 25, 35, 22, 84, 55, 41]
[68, 38, 24, 67, 74, 36, 58, 14, 12, 72, 18, 83, 78, 50, 43, 61, 29, 51, 2, 37, 42, 55, 25, 54, 6, 16, 60, 91, 75, 3, 49, 79, 73, 70, 41, 84, 31, 5, 59, 40, 0, 13, 15, 71, 77, 17, 69, 22, 19, 44, 47, 45, 26, 7, 81, 87, 88, 76, 52, 8, 57, 66, 35, 20, 62, 46, 30, 32, 33, 85, 21, 10, 53, 34]
[7, 66, 71, 40, 61, 10, 90, 45, 75, 59, 41, 78, 12, 54, 42, 19, 0, 73, 56, 89, 5, 15, 86, 91, 26, 24, 80, 64, 9, 82, 36, 37, 55, 67, 85, 14, 6, 1, 81, 77, 31, 28, 51, 72, 47, 74, 46, 48, 65, 38, 57, 8, 3, 22, 33, 4, 32, 83, 2, 18, 60, 76, 35, 34, 11, 69, 52, 43, 16, 87, 44, 84, 23, 27]
[15, 22, 43, 78, 5, 68, 62, 0, 41, 74, 14, 9, 72, 35, 54, 10, 19, 56, 84, 11, 46, 69, 76, 61, 89, 16, 12, 53, 23, 34, 42, 58, 67, 2, 75, 39, 29, 13, 85, 90, 31, 73, 48, 91, 37, 52, 45, 40, 88, 51, 47, 66, 32, 24, 20, 6, 71, 59, 81, 70, 87, 57, 33, 1, 63, 60, 65, 30, 17, 55, 44, 49, 79, 25]
[22, 4, 86, 30, 83, 79, 39, 72, 24, 80, 52, 43, 66, 12, 42, 69, 47, 9, 36, 3, 57, 5, 31, 2, 68, 19, 48, 77, 90, 34, 73, 56, 74, 53, 76, 88, 16, 38, 21, 59, 54, 32, 20, 45, 23, 40, 29, 64, 33, 26, 18, 89, 78, 15, 61, 14, 55, 70, 44, 46, 8, 50, 1, 10, 41, 75, 51, 35, 85, 28, 27, 62, 6, 0]
[24, 30, 20, 62, 34, 60, 16, 40, 31, 33, 27, 15, 48, 13, 29, 45, 50, 73, 11, 46, 22, 52, 66, 67, 7, 9, 18, 17, 59, 82, 42, 80, 38, 44, 21, 8, 53, 81, 57, 36, 63, 58, 25, 69, 86, 49, 1, 64, 76, 75, 54, 61, 32, 5, 3, 6, 87, 55, 85, 35, 78, 37, 47, 23, 79, 89, 0, 19, 70, 28, 4, 51, 65, 88]
[40, 60, 63, 26, 82, 17, 53, 31, 39, 81, 37, 16, 24, 89, 73, 75, 57, 47, 5, 52, 64, 69, 7, 90, 59, 80, 34, 68, 21, 27, 77, 79, 8, 78, 3, 2, 6, 28, 38, 18, 14, 71, 70, 72, 61, 9, 74, 30, 29, 25, 32, 55, 1, 56, 48, 33, 11, 88, 41, 49, 43, 44, 67, 66, 85, 87, 22, 83, 0, 20, 58, 4, 76, 84]
