testcase_index,trace,Passed/Failed
155,"['t1', 't2', 't3', 't4', 't6', 't4', 't6']",Passed
156,"['t1', 't2', 't3', 't5', 't4', 't9', 't12']",Failed
157,"['t1', 't17', 't1', 't17', 't1', 't17']",Passed
158,"['t1', 't2', 't3', 't5', 't4']",Passed
159,"['t1', 't2', 't3', 't5', 't4']",Passed
160,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't5', 't5', 't4']",Passed
161,"['t1', 't17', 't1', 't2', 't3', 't5', 't4', 't6', 't5', 't4']",Passed
162,"['t1', 't17', 't1', 't2', 't3', 't5', 't4']",Passed
163,"['t1', 't2', 't3', 't5', 't4', 't6', 't4']",Passed
164,"['t1', 't2', 't3', 't4', 't6', 't4', 't6', 't5']",Passed
165,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
166,"['t1', 't17', 't1', 't17', 't1', 't2', 't3']",Passed
167,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
168,"['t1', 't17', 't1', 't2', 't3', 't4']",Passed
169,"['t1', 't17', 't1', 't2', 't3', 't5', 't5']",Passed
170,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't4']",Passed
171,"['t1', 't2', 't3', 't4', 't6', 't5', 't4', 't6', 't5', 't4']",Passed
172,"['t1', 't2', 't3', 't5', 't4']",Passed
173,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't2', 't3', 't5']",Passed
174,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
175,"['t1', 't17', 't1', 't2', 't3', 't4', 't6', 't5', 't4', 't6']",Passed
176,"['t1', 't17', 't1', 't2', 't3', 't4', 't6']",Passed
177,"['t1', 't2', 't3', 't4', 't6']",Passed
178,"['t1', 't2', 't3', 't4', 't6', 't5', 't4', 't6']",Passed
179,"['t1', 't17', 't1', 't2', 't3', 't4', 't6']",Passed
180,"['t1', 't17', 't1', 't2', 't3']",Passed
181,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
182,"['t1', 't2', 't3', 't4', 't6', 't4', 't9']",Passed
183,"['t1', 't2', 't3', 't4', 't6']",Passed
184,"['t1', 't2', 't3', 't5', 't4', 't6', 't5', 't4', 't6', 't4']",Passed
185,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
186,"['t1', 't17', 't1', 't17', 't1', 't2', 't3']",Passed
187,"['t1', 't17', 't1', 't2', 't3', 't5']",Passed
188,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
189,"['t1', 't2', 't3', 't4', 't6', 't5', 't4', 't6', 't5', 't5']",Passed
190,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't2', 't3']",Passed
191,"['t1', 't17', 't1', 't17', 't1', 't17']",Passed
192,"['t1', 't17', 't1', 't2', 't3', 't4', 't6', 't4', 't6']",Passed
193,"['t1', 't2', 't3', 't5', 't4', 't6', 't5', 't4']",Passed
194,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't2']",Passed
195,"['t1', 't17', 't1', 't17', 't1', 't2']",Passed
196,"['t1', 't2', 't3', 't5', 't5', 't4', 't6', 't5', 't5']",Passed
197,"['t1', 't17', 't1', 't2', 't3', 't4', 't6', 't4', 't6']",Passed
198,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't4', 't9', 't12']",Failed
199,"['t1', 't17', 't1', 't2', 't3', 't5', 't4', 't6']",Passed
200,"['t1', 't2', 't3', 't5', 't4', 't6', 't4', 't6']",Passed
201,"['t1', 't17', 't1', 't17', 't1']",Passed
202,"['t1', 't17', 't1', 't2', 't3', 't4', 't9', 't12']",Failed
203,"['t1', 't2', 't3', 't5', 't4']",Passed
204,"['t1', 't17', 't1', 't17', 't1', 't17']",Passed
205,"['t1', 't17', 't1', 't2', 't3']",Passed
206,"['t1', 't2', 't3', 't5', 't4', 't9', 't12']",Failed
207,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
208,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't17', 't1']",Passed
209,"['t1', 't17', 't1', 't17', 't1', 't17']",Passed
210,"['t1', 't2', 't3', 't5', 't4', 't6', 't4', 't6', 't5']",Passed
211,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
212,"['t1', 't17', 't1', 't17', 't1', 't2']",Passed
213,"['t1', 't17', 't1', 't17', 't1']",Passed
214,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't2', 't3', 't5']",Passed
215,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't5']",Passed
216,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't4', 't9', 't12']",Failed
217,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
218,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
219,"['t1', 't2', 't3', 't4', 't6']",Passed
220,"['t1', 't17', 't1', 't2', 't3']",Passed
221,"['t1', 't17', 't1', 't2', 't3', 't4', 't6', 't5', 't5']",Passed
222,"['t1', 't17', 't1', 't2', 't3', 't4']",Passed
223,"['t1', 't2', 't3', 't4', 't6', 't4', 't6', 't4', 't9', 't12']",Failed
224,"['t1', 't2', 't3', 't5', 't5', 't5']",Passed
225,"['t1', 't17', 't1', 't2', 't3', 't4']",Passed
226,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't17']",Passed
227,"['t1', 't17', 't1', 't2', 't3', 't5', 't5', 't4']",Passed
228,"['t1', 't2', 't3', 't5', 't5', 't5', 't5', 't4', 't9', 't12']",Failed
229,"['t1', 't17', 't1', 't2', 't3', 't4', 't9', 't12']",Failed
230,"['t1', 't2', 't3', 't4', 't6', 't4', 't6', 't5', 't5']",Passed
231,"['t1', 't17', 't1', 't2', 't3', 't5', 't4', 't9', 't12']",Failed
232,"['t1', 't2', 't3', 't5', 't5', 't4', 't6', 't5', 't4']",Passed
233,"['t1', 't17', 't1', 't17', 't1', 't2', 't3', 't4', 't6', 't5']",Passed
234,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
235,"['t1', 't2', 't3', 't5', 't4', 't6', 't4', 't9']",Passed
236,"['t1', 't2', 't3', 't5', 't5']",Passed
237,"['t1', 't2', 't3', 't5', 't4', 't6', 't4', 't6', 't4']",Passed
238,"['t1', 't2', 't3', 't4', 't6', 't5', 't4', 't9']",Passed
239,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
240,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
241,"['t1', 't17', 't1', 't2', 't3']",Passed
242,"['t1', 't2', 't3', 't5', 't4', 't9', 't12']",Failed
243,"['t1', 't2', 't3', 't5', 't5', 't5', 't4']",Passed
244,"['t1', 't2', 't3', 't4', 't9', 't12']",Failed
245,"['t1', 't17', 't1', 't2', 't3', 't5', 't5', 't5', 't4']",Passed
246,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't17', 't1']",Passed
247,"['t1', 't2', 't3', 't5', 't4', 't6', 't5', 't5', 't4', 't6']",Passed
248,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't2']",Passed
249,"['t1', 't17', 't1', 't17', 't1', 't17', 't1', 't17']",Passed
250,"['t1', 't17', 't1', 't2', 't3', 't4']",Passed
