,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,8,211,1487,923,774,22,1658,combine
SIPMut134_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut176_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut114_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut194_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut172_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut173_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut144_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut103_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut152_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut151_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
